E1,49.21106740568569
E2,33.819059538709105
E3,9.213525835866264
E4,95.6038798498123
E5,106.6601108528518
E6,258.52069551224747
E7,72.40747362774897
E8,125.08716252458433
E9,80.2118719828357
E10,169.96245306633293
E11,181.9942338637583
E12,281.28352404791707
E13,86.49874843554444
E14,22.654434114071165
E15,388.485607008761
E16,75.65930627570178
E17,25.364294654031827
E18,6.070087609511891
E19,150.0
E20,143.9477918827106
E21,50.0
E22,10.514258895047382
E23,62.43518684069374
E24,139.39522617557662
N1,73.26030330200346
N2,64.73863003957457
N3,81.73849863962404
N4,12.086863096710363
N5,24.738939215928767
N6,44.17357160524363
N7,99.12966856294831
N8,3.2608443606232993
N9,76.08636841454366
N10,96.2601255255998
N11,16.434655577541427
N12,12.782509893643333
N13,71.56466423447934
N14,89.3036575562701
N15,34.086693049715564
N16,27.956305651743754
N17,22.347653351471678
N18,38.52144138016324
N19,19.34767653969824
N20,55.91261130348751
N21,58.86911019045263
N22,96.78186062329954
N23,131.08594329705662
N24,2.565197563690329
N25,12.347730645560228
N26,140.86847637892652
W1,250.021
W2,100.008
W3,150.013
W4,150.013
W5,200.0
W6,100.0
W7,32.686
W8,26.952
W9,100.351
W10,100.008
W11,127.016
W12,200.017
W13,50.004
W14,150.0
W15,137.911
S1,119.91816193130032
S2,137.50179041120865
S3,226.73051381546398
S4,74.04782676632206
S5,20.53243574051408
S6,350.0
S7,76.23212844084483
S8,26.866910596630127
S9,6.771335191020602
S10,181.51546915284254
S11,174.08884345946512
S12,66.51198598921849
S13,13.761100549493479
S14,84.96933513893592
S15,196.58715070704972
S16,250.0
S17,243.98649704419392
S18,318.25275397796827
S19,48.600712258131736
S20,100.0
S21,188.61444959504158
S22,400.0
S23,14.744036303028729
S24,353.6384411052372
S25,459.46785723586555
S26,80.49151670616425
S27,64.21846923096957
S28,350.0
S29,450.0
S30,184.13663116226985
S31,158.7987317378057
S32,132.15025130862784
S33,198.33459204666792
S34,27.74063126643923
S35,314.5394411312795
